Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Predicted Eligibility Score
711179,Tyler Ward,4,6,2010-04-18,0,14.8,2024-03-08,0,2,8,0,100,75,25,83.1,10,8,1,1.2,4,2,5,2,2.5,62
935570,Kendra Gordon,4,3,2011-09-23,0,13.4,2024-07-02,0,2,8,1,30,6,24,90,32,9,26,6.3,1.3,0,29,2,2.2,71
468348,Travis Thomas,3,1,2020-12-05,1,0.6,2024-03-04,4,1,3,0,99,17,82,64.3,11,5,2,4.9,1.8,2,10,2,2.2,29
656404,Anthony Woodward,3,6,2018-03-23,0,6.9,2024-12-31,1,0,3,0,43,18,25,68.2,5,1,2,6,1,2,28,0,2.4,37
762996,Diana Garza,3,4,2012-04-23,1,11.3,2024-05-24,1,0,3,1,16,15,1,65.5,18,14,11,1.4,5,1,18,1,4.5,36
72459,William Davis,6,0,2014-08-19,0,10.5,2024-09-04,3,1,10,1,49,43,6,55,34,33,33,1.7,4,1,15,1,2.4,16
689382,Joe Ramirez,3,4,2019-10-10,2,0.9,2024-04-02,0,1,3,1,17,3,14,82.7,19,2,19,5.1,3,1,11,1,2.7,58
434427,Kelli Ramirez,6,7,2020-08-08,0,4.5,2024-04-22,3,0,6,0,25,16,9,57.7,20,18,5,9.4,2.4,0,5,1,4.3,26
359140,Carlos Baxter,0,6,2012-01-30,0,13.1,2024-06-30,0,1,9,0,99,94.0407446360696,0,85.4,20,11,4,5.5,4.1,0,19,1,1.8,65
618124,Rachel Keller,1,1,2012-05-22,0,12.8,2024-01-15,0,1,10,0,11,10,1,63.7,32,30,1,10,4.8,0,26,1,1.8,35
734285,Vincent Fields,6,0,2013-09-07,0,11.5,2024-07-03,0,1,6,1,63,3,60,74.4,12,1,4,6.9,3.7,2,27,1,3.6,51
472352,Michael Bush,1,0,2022-07-22,0,2.6,2024-12-19,2,0,10,0,73,17,56,93.1,45,31,27,5.6,3.4,0,20,0,3.1,69
180072,Sherri Randall,4,2,2012-02-04,0,13,2024-09-27,2,1,9,0,51,8,43,89.3,41,41,18,2.4,4.6,2,28,0,3,67
345983,Robert Pratt,2,4,2014-01-20,0,11.1,2024-04-18,3,1,5,0,73,60,13,95.9,11,5,11,2.8,1.1,2,6,0,3,82
845730,Nicholas Thompson,3,2,2022-07-01,0,2.6,2024-06-07,1,0,4,1,18,11,7,76.2,10,7,1,6.6,1.1,1,3,2,1.3,49
738695,Randy Hicks,6,7,2014-04-12,0,10.9,2024-02-01,2,1,10,0,91,10,81,64.5,16,5,3,6.6,1.9,2,27,2,4.5,33
541048,Paul Robinson,1,6,2013-12-14,0,11.2,2024-07-26,2,0,4,1,55,1,54,94.5,10,7,1,8.5,1.4,2,22,2,4,83
592101,Sandra Duran,5,2,2012-04-06,0,12.9,2024-10-12,3,0,2,0,17,16,1,75.5,24,18,20,7.8,3.2,0,24,0,3,56
100311,Scott Smith,0,2,2010-10-17,0,14.3,2024-02-18,4,2,0,1,21,12,9,68,28,9,5,7.8,1.4,1,17,2,3.7,48
261033,Colton Mason,3,6,2012-08-29,0,12.5,2024-04-05,4,1,5,0,35,34,1,51.2,50,50,1,3.8,4.2,1,11,1,3.2,16
689228,Alexander Dalton,5,7,2012-12-13,0,12.2,2024-09-01,0,0,2,0,29,29,0,96,16,3,15,3.8,3.2,0,28,0,1.5,80
108450,Ryan Anderson,1,6,2020-10-12,2,2.9,2024-08-16,1,2,1,0,27,25,2,74.2,27,22,21,3,2.6,0,9,0,2.9,45
268905,Cynthia Armstrong,4,7,2011-11-03,0,13.3,2024-05-02,0,1,0,0,75,41,34,85.6,29,10,15,4.3,3.7,0,25,2,4.1,70
865756,Jerry Ramirez,1,2,2012-08-28,0,12.5,2024-08-17,2,1,3,1,46,41,5,82.9,9,5,4,3.1,2.2,2,24,2,2.6,60
922698,Michele Stephens,6,0,2022-12-27,0,2.1,2024-03-23,4,2,7,1,57,15,42,63.8,33,25,31,8.2,1.4,2,7,0,1.1,31
465619,Jennifer Graves,4,3,2017-03-06,0,8,2024-03-07,4,1,10,0,27,12,15,63.5,36,12,6,7.8,1.6,1,8,1,1.6,32
21376,Yolanda Griffin,6,4,2015-04-19,0,9.8,2024-04-25,3,0,0,0,73,22,51,63.3,31,13,20,5.5,2.7,2,15,0,1.3,35
980323,Rebecca Mclaughlin,6,3,2015-05-13,0,9.8,2024-05-12,3,0,3,0,45,25,20,73.3,11,4,1,6.7,4.1,1,23,0,3.2,50
986626,Amanda Guzman,2,0,2016-03-14,0,8.9,2024-07-12,0,0,9,1,45,24,21,54.5,49,38,30,9.3,3.1,1,21,0,3.9,21
417675,Timothy Robinson,5,5,2020-07-16,2,0.4,2024-11-30,2,1,9,1,12,4,8,58.8,7,5,5,1,1.1,1,26,1,2.6,14
893497,Andres Richardson,4,3,2022-11-30,1,1.2,2024-08-17,2,0,4,1,20,18,2,61,31,3,15,7,2.4,0,7,2,3,27
551475,Seth Carroll,2,7,2014-03-23,1,9.6,2024-05-21,1,1,0,1,10,5,5,87.3,20,8,19,3.6,2.4,0,30,2,1.3,65
691483,Christopher Gutierrez,2,6,2013-09-10,0,11.4,2024-04-01,3,1,9,0,69,59,10,72.7,33,16,9,10,2.7,0,9,2,3.6,52
892943,Jason Walker,3,5,2015-07-28,0,9.6,2024-07-25,1,0,3,1,60,57,3,98.8,15,9,3,8.3,3.2,0,11,2,4.1,89
558148,Roger Sims,3,5,2018-02-17,0,7,2024-02-28,1,2,9,1,14,5,9,85.6,31,17,26,9.1,4.3,1,30,1,1.4,61
271198,Robert Gregory,0,5,2013-08-28,0,11.5,2024-11-24,3,2,3,1,93,4,89,57.7,5,4,3,4.7,3.2,0,25,1,1,21
612135,Charlotte Hunter,5,5,2017-05-24,0,7.7,2024-08-11,0,1,8,0,98,33,65,98.9,24,2,10,4.3,1.9,2,25,2,2.8,80
178580,Dominique Berger,1,3,2015-08-18,0,9.5,2024-09-19,4,0,6,0,56,14,42,86.6,44,20,13,4.8,2.9,0,3,0,4.4,72
427472,Shelia Medina,4,5,2014-04-20,2,8.3,2024-02-26,0,2,4,0,82,29,53,89.9,33,21,19,3.1,2.9,0,23,2,2.1,69
501348,Keith Gallegos,3,2,2019-11-21,0,5.2,2024-05-23,4,2,10,1,79,43,36,80.2,34,21,23,8.2,3.5,1,29,1,3.7,54
906081,Makayla Crosby,6,1,2016-07-03,0,8.6,2024-04-08,3,0,9,0,26,19,7,66,39,5,31,7.1,1.5,1,19,0,3.9,37
709259,James Levine,5,0,2016-07-22,0,8.6,2024-11-16,2,2,3,0,63,56,7,59,7,7,0,3.3,4.8,0,29,1,1.2,20
797943,Cassandra Johnson,1,6,2020-12-15,0,4.2,2024-07-21,2,2,0,0,45,22,23,58.3,33,32,18,6.6,3.2,2,0,1,2.3,27
929772,Alexis Mccoy,1,7,2013-01-29,0,12.1,2024-05-09,2,0,1,0,56,35,21,87.3,21,13,7,4,1.6,1,16,1,1,70
235853,Daniel Glover,6,4,2022-02-21,0,3,2024-10-17,4,2,2,0,37,7,30,55.1,27,2,5,7.6,3.8,0,28,2,4.9,18
743271,Kevin West,5,4,2020-04-17,1,3,2024-09-08,0,0,0,1,29,7,22,75.9,50,19,15,4.5,3.8,2,24,0,3.1,49
947701,Jonathon Wright,5,7,2022-12-29,1,2,2024-10-11,0,0,7,0,24,6,18,74.5,35,26,3,4.2,4.7,0,20,0,2.8,43
958425,Daisy Jones,1,3,2017-11-15,0,7.3,2024-12-30,4,0,10,1,25,5,20,57.5,34,5,6,1.1,4.4,0,26,0,4.7,16
202638,Keith Goodman,2,4,2010-10-05,0,14.4,2024-02-24,4,0,6,0,29,23,6,52.1,32,21,6,7,2.7,1,13,0,1.3,19
817701,Jennifer King,4,1,2010-04-07,1,4.5,2024-11-19,4,0,2,0,49,7,42,81.7,23,1,5,3,4.8,0,17,1,4.1,60
110377,Julie Miller,6,6,2010-04-30,0,14.8,2024-03-28,2,0,10,1,65,5,60,50,20,9,17,2.7,1.5,2,14,2,4.4,14
987305,Kimberly Harvey,0,3,2017-09-14,0,7.4,2024-01-06,3,2,6,0,95,33,62,79.9,46,6,2,7.2,2.2,2,3,0,2,59
74574,Daniel Richards,1,4,2022-08-08,0,2.5,2024-02-03,0,2,0,0,74,9,65,59.7,34,16,23,4.6,2.2,1,12,2,4.8,25
496071,John Matthews,4,6,2016-02-15,0,9,2024-09-07,4,1,7,0,88,73,15,77,47,41,38,5.1,4.4,1,10,0,5,55
630531,Sandra Ramsey,0,5,2013-03-03,1,8.8,2024-09-03,4,2,0,1,32,24,8,71,40,31,38,2,2.2,1,30,2,1.5,41
403327,Katie Le,5,7,2012-06-21,0,12.7,2024-04-17,0,2,10,0,61,45,16,58.4,23,22,1,6.8,4.9,2,26,2,2.4,25
312210,Jacqueline Herman MD,2,2,2022-03-31,0,2.9,2024-05-28,0,0,0,0,87,20,67,88.7,24,18,23,5,4.3,0,25,0,2.8,67
781590,Joshua Brown,1,6,2012-08-31,1,6.3,2024-07-29,0,2,7,0,55,41,14,81.3,25,17,18,1.3,2.8,2,30,0,1.1,53
130049,Mr. Andrew Stewart,5,0,2020-03-07,1,0.7,2024-06-21,1,1,7,0,42,28,14,64.6,20,15,16,6,1.8,0,27,0,2.9,28
785716,Carla Snyder,6,5,2019-11-12,0,5.3,2024-10-12,0,0,10,1,45,41,4,62.6,28,20,1,7.8,2.3,2,16,2,1.6,28
993158,Melissa Bryan,4,4,2018-10-19,0,6.3,2024-05-18,2,2,7,0,78,35,43,95.3,36,10,11,6.5,2,2,27,2,4.8,78
862066,Michael Woodward,5,2,2021-08-11,1,1.6,2024-12-06,2,1,10,0,99,92,7,95.5,40,8,11,7.4,4.7,0,1,2,4.4,80
776586,Kimberly Gonzalez,1,7,2016-11-26,0,8.2,2024-03-27,0,2,8,1,54,21,33,93.3,41,19,11,3.3,3,0,3,2,4.8,79
886872,Patricia Jacobs,4,7,2021-08-30,0,3.5,2024-02-26,4,0,1,0,75,43,32,90.4,23,12,7,7.2,3.1,2,5,2,2.8,77
396817,John Waller,2,5,2010-04-25,0,14.8,2024-09-26,0,0,9,1,69,33,36,93.1,19,14,11,1.5,3.4,0,2,1,1.5,77
427636,Brittany Randolph,0,5,2018-05-04,0,6.8,2024-12-12,0,0,5,1,97,86,11,63.5,27,2,12,8.2,4.2,2,7,1,3.6,37
263262,Amber Davis,3,6,2010-11-30,0,14.2,2024-02-08,4,2,3,0,65,28,37,60.2,40,8,5,6.9,4.6,2,13,0,1.7,35
427030,Andrew Rivera,0,0,2010-07-18,0,14.6,2024-04-16,0,2,5,1,87,55,32,67.5,42,4,27,5.7,5,1,29,1,1.8,40
706503,Jennifer Pearson,2,5,2016-02-17,0,9,2024-05-15,1,0,7,1,72,50,22,71.9,35,9,14,2,4.1,2,29,1,1.3,40
244583,Ms. Linda Hopkins,4,5,2016-08-14,2,2,2024-07-11,2,1,7,0,77,56,21,52.5,8,6,7,6.7,1.6,0,5,0,4.2,17
213581,Linda Mcbride,2,2,2019-06-22,0,5.7,2024-11-09,3,2,10,0,16,12,4,99.3,44,18,26,2.3,4.6,0,19,1,2.2,77
716509,Cory Hall,2,0,2010-12-06,0,14.2,2024-07-14,3,2,4,1,51,24,27,60.9,44,35,5,9.6,4.7,1,21,1,1.8,35
159777,Michelle Pearson,1,7,2021-10-27,1,2.9,2024-04-17,4,2,5,0,70,21,49,66.8,37,30,2,4.3,4.1,0,30,0,2.8,30
504600,Rebecca Fisher,5,1,2022-03-30,0,2.9,2024-04-10,1,2,8,0,13,7,6,54.8,20,16,20,1.5,2.7,1,21,2,3.3,11
387393,Dr. Patrick Horton,2,1,2012-04-29,0,12.8,2024-07-28,4,0,5,1,96,71,25,68.1,10,10,2,9.9,4.6,1,29,2,1.2,44
487128,Juan West,2,1,2013-03-04,1,11.7,2024-07-02,1,1,10,1,97,94.0407446360696,0,52.9,44,22,43,6.8,4.8,2,1,1,1.7,20
306236,Jessica Rice,3,3,2016-07-31,0,8.6,2024-06-06,1,0,9,0,32,15,17,81,13,10,8,8.1,1.5,0,16,1,2.6,58
730857,Eric Curry,1,2,2018-03-16,0,6.9,2024-03-20,4,2,3,1,46,11,35,72.1,39,18,37,8.7,2.6,1,8,1,4.8,51
665239,Amy Serrano,5,1,2011-07-05,1,6.8,2024-04-20,1,2,6,1,32,23,9,51.9,39,6,35,9.9,3.7,1,30,0,4.7,19
671437,Emily Gibson,4,2,2011-11-09,0,13.3,2024-12-30,0,2,0,0,85,29,56,59.4,39,25,30,3.7,2.7,1,17,1,4.9,31
236137,Nicholas Combs,6,4,2010-02-10,0,15,2024-05-21,1,1,3,1,49,22,27,57.7,47,10,40,9.6,2.1,1,14,0,4.4,34
939904,Oscar Brown,0,6,2015-08-17,0,9.5,2024-03-22,0,1,8,0,52,20,32,54,44,35,3,7,4.9,1,28,2,2.4,17
860262,Abigail Ramirez,5,2,2015-07-24,0,9.6,2024-06-25,2,2,7,1,100,23,77,75.2,33,23,8,6.8,2.5,1,13,0,1.9,51
200863,Isabel Soto,1,0,2013-02-26,0,12,2024-10-10,1,2,10,1,38,2,36,61.5,40,9,3,8.1,2.4,0,28,0,2.4,29
271117,Matthew Turner,5,7,2022-01-18,0,3.1,2024-05-02,0,1,2,1,99,41,58,58.4,47,30,47,4.4,4.4,2,5,1,3.1,23
103541,Stephen Terry,3,2,2010-11-04,0,14.3,2024-07-11,2,0,1,1,87,12,75,73,43,28,17,3.3,3.4,0,25,2,2.9,50
802223,Danielle Prince,3,5,2010-08-22,0,14.5,2024-05-08,3,1,7,1,97,63,34,71.7,22,10,13,9.2,1.5,0,17,0,2.4,50
903736,Christy Acevedo DDS,5,3,2020-11-08,0,4.3,2024-10-07,2,2,2,1,91,33,58,85.1,14,4,6,1.5,4.7,2,5,1,1.5,61
412696,Timothy Schroeder,3,7,2019-07-18,0,5.6,2024-07-22,3,2,8,0,53,30,23,87.7,36,13,1,6,1.2,2,15,0,1.6,64
789996,Whitney Jones,6,5,2021-03-12,0,3.9,2024-06-02,1,0,4,0,61,3,58,83.2,9,1,8,2.1,4.6,0,17,0,2.3,57
123885,Michael Simon,4,1,2016-01-24,0,9.1,2024-04-30,4,1,4,0,96,69,27,77.3,43,34,23,4.1,4,1,9,2,3.3,54
476481,Wanda Ross,3,0,2010-03-21,1,9,2024-01-25,4,0,6,1,53,51,2,61.4,34,20,18,2.7,1.1,1,4,0,3.2,29
629863,Sharon Gordon,3,4,2016-09-14,0,8.4,2024-10-27,2,0,10,0,43,26,17,67.1,16,8,5,5.8,1.5,2,19,1,1.3,35
242278,Jacob Robinson,0,2,2018-10-01,2,2.4,2024-04-16,4,2,0,1,22,2,20,57.1,22,2,1,7.9,4.5,1,6,0,3.3,27
431357,Cynthia Erickson,4,4,2015-03-06,0,10,2024-02-14,3,0,0,0,54,44,10,79.4,10,1,3,8.6,3.6,1,18,2,4.3,64
92460,Kenneth Downs,2,6,2019-09-04,0,5.5,2024-09-16,2,0,7,0,74,32,42,56.3,33,4,14,8.5,4.5,0,12,0,1.4,22
336463,Linda Evans,0,6,2016-01-20,0,9.1,2024-05-12,3,1,5,1,97,89,8,81.8,27,18,3,8.3,1.6,1,27,1,4.7,61
996348,Donna Sims,5,6,2021-08-16,0,3.5,2024-07-12,3,0,4,1,10,3,7,53.6,8,2,7,8,2.4,2,23,2,2.1,15
134599,Caitlin Stanley,2,0,2017-05-10,0,7.8,2024-10-21,4,1,0,0,98,92,6,50.3,17,13,6,9.1,4.5,0,29,1,1.6,15
192240,Michael White,0,0,2010-09-27,0,14.4,2024-09-08,1,2,5,0,16,11,5,60.6,27,14,4,7.2,2.6,2,24,1,3.5,32
253523,Juan Contreras,5,7,2014-04-27,0,10.8,2024-03-13,3,0,6,0,35,24,11,95.8,33,18,30,1.5,4.6,2,30,0,2.9,76
713712,Edward Cox,0,3,2019-07-22,0,5.6,2024-11-21,1,2,10,0,61,14,47,63.5,23,16,13,5.5,1.6,1,29,2,3.7,24
162287,Kyle Barnett,2,5,2020-09-30,1,2.8,2024-09-15,1,0,10,1,33,29,4,85.4,36,19,9,8.6,1.4,1,25,0,3.5,60
715056,Elizabeth Barber,2,5,2016-09-17,2,7.2,2024-05-16,2,0,0,1,93,74,19,54.8,10,9,2,7.4,1.7,2,26,2,1.8,19
661721,Jill Davis,5,4,2011-06-09,0,13.7,2024-12-07,1,0,5,1,51,1,50,59.4,11,2,10,7.8,3.1,0,30,2,3.5,28
785701,Ernest Nelson,3,5,2018-10-09,0,6.4,2024-11-21,3,1,10,1,82,24,58,71.1,21,19,0,6.7,2.5,2,24,2,1.2,40
483364,Laurie Turner,4,3,2020-06-24,0,4.7,2024-12-09,3,0,2,1,33,33,0,99,16,4,7,2.5,2.8,0,9,0,4.7,84
364786,Bruce Nicholson,2,6,2010-08-07,0,14.5,2024-10-14,0,0,1,0,13,0,13,89.2,40,33,16,2.6,4.4,0,14,1,4.3,78
406827,Hector Hernandez,3,3,2018-08-30,0,6.5,2024-05-26,1,1,8,0,83,25,58,89.4,48,47,14,3.7,1.1,2,11,0,2.1,67
622174,April Osborne,1,4,2022-04-04,0,2.9,2024-04-21,3,0,4,0,62,13,49,91.6,43,2,1,7.2,2.7,2,4,0,1.8,75
910097,Carmen Barry,6,2,2014-08-03,0,10.6,2024-08-18,0,2,0,0,59,20,39,92.1,27,23,14,7.8,1.1,0,13,0,2,81
459484,Austin Contreras,2,2,2015-12-20,2,2.9,2024-06-05,4,0,6,1,20,2,18,57,5,5,0,7.8,2.8,2,15,1,4.5,24
88654,Debra Taylor,1,4,2016-04-24,1,4.3,2024-05-31,1,2,7,1,26,26,0,52,20,3,19,4.8,3.5,1,9,1,3.8,15
198266,Mike Moran,4,2,2017-01-09,0,8.1,2024-08-03,2,2,2,1,79,6,73,96.3,25,17,13,5.2,4.1,1,20,0,4,83
735839,Garrett Gross,1,2,2020-03-13,1,2.8,2024-12-11,3,0,3,0,39,15,24,85.3,32,29,11,1.5,4.8,2,23,2,5,59
542111,Shawn Thompson,5,4,2021-03-30,2,1.6,2024-12-21,4,1,1,0,57,46,11,56.5,49,45,32,5.9,3.3,2,22,1,4.5,20
584509,Greg Maldonado,0,3,2011-11-20,1,5.9,2024-06-02,2,2,4,0,41,37,4,86.6,37,24,17,7,3.1,1,29,1,3.5,67
179438,Jennifer Rivers,6,5,2018-12-02,0,6.2,2024-03-05,3,1,1,0,79,56,23,66.1,15,11,1,4.4,2,2,12,1,1.6,35
189624,Amy Mcdaniel,2,7,2018-05-24,2,5.7,2024-09-16,1,2,8,1,50,33,17,79.4,26,3,7,2.4,1.6,0,11,0,3.4,53
595552,Michael Hansen,0,7,2019-03-15,0,5.9,2024-06-08,0,0,6,0,55,45,10,90,10,5,0,5.1,2.2,0,12,2,1.9,70
971454,Jasmine Clark,2,3,2013-12-15,2,7.4,2024-06-23,4,2,5,0,77,10,67,73.8,18,18,11,1.8,2.5,2,27,1,4.3,44
724652,Evan Hayes,4,2,2014-08-09,0,10.5,2024-01-02,2,0,6,0,84,27,57,86.2,6,3,2,9.7,3.2,0,28,2,4.2,70
854932,Molly Parker,2,6,2010-04-19,0,14.8,2024-09-23,4,2,4,0,87,76,11,83,18,10,2,6.9,4.3,0,10,2,3.8,70
824613,Daniel Harris,2,6,2020-11-12,2,0.2,2024-04-08,3,0,5,0,68,22,46,66.8,6,1,2,4.9,4,2,18,1,2.8,34
626285,Diana Jackson,2,4,2014-05-14,1,6.1,2024-06-08,2,1,2,0,56,7,49,58.2,30,1,11,4.7,3.9,2,20,2,4.9,25
413713,Keith May,0,4,2013-12-30,1,0.2,2024-04-21,4,0,6,1,100,29,71,74.2,19,13,2,5.8,5,1,22,0,2.1,44
38729,Natasha Garner,1,5,2020-03-01,0,5,2024-05-07,1,1,10,0,28,11,17,70.5,46,36,10,9.8,4.8,0,8,2,1.9,43
378173,Ryan Durham,4,1,2013-12-31,0,11.1,2024-11-30,2,2,4,1,46,22,24,65.3,48,35,18,5.8,2.7,1,25,2,1,33
693919,Danielle Gibbs,3,2,2021-03-09,0,3.9,2024-04-01,2,1,1,0,87,72,15,95.2,17,13,16,4.6,4.6,1,7,2,2.5,81
497685,Jason Walker,0,2,2018-10-01,0,6.4,2024-12-02,3,2,1,0,96,59,37,88.7,29,23,23,7.2,3.8,0,7,2,4.1,77
677228,Devin Mejia,6,5,2020-03-14,0,4.9,2024-12-29,2,0,0,1,53,36,17,79.5,41,9,23,9.6,1.5,1,18,2,3.4,59
434388,Anthony Simmons,4,4,2019-10-07,0,5.4,2024-04-15,3,2,3,0,74,73,1,57,28,14,17,3.7,1.2,1,28,1,4.9,18
322611,Nicole Lucas,3,1,2021-06-17,0,3.7,2024-12-29,1,0,10,1,13,0,13,70,14,10,2,6.7,4.6,2,28,0,4.2,40
471215,Mrs. Erin Bowen,3,1,2011-02-12,0,14,2024-05-09,0,0,9,0,86,35,51,86.8,21,9,0,2.1,1.6,2,26,1,2.9,63
275534,Darren Fischer,4,5,2012-10-31,2,10.2,2024-02-13,0,0,4,0,53,44,9,58.2,45,13,10,8.9,3,2,3,0,2.4,33
46272,Kelly Clark,0,2,2014-06-03,0,10.7,2024-09-10,1,1,2,1,72,52,20,51,38,34,23,2,4.8,2,6,0,2.6,15
304030,Laura Shields,2,6,2012-05-24,0,12.7,2024-08-30,2,2,4,0,15,14,1,75,28,2,23,4.5,1.8,1,7,0,4.5,55
925696,Sonya Brown,3,5,2012-02-16,0,13,2024-06-13,1,2,4,1,31,20,11,92.7,29,20,1,5.7,4.7,1,30,0,1.6,76
614759,Donna Nelson,5,2,2010-08-03,0,14.6,2024-05-01,3,1,0,1,100,75,25,56,35,28,24,6.9,2.6,0,11,2,4,30
199462,Amber Singleton,5,1,2015-05-10,0,9.8,2024-06-01,4,2,0,1,17,9,8,92,29,12,1,8.1,3,2,12,1,2.5,82
552420,Alexa Wagner,0,1,2014-01-21,0,11.1,2024-09-22,0,2,8,0,51,50,1,51.3,16,2,11,7.8,5,1,14,2,2.4,17
920442,Timothy Bautista,6,6,2020-10-29,0,4.3,2024-11-09,1,0,9,0,48,32,16,64.8,28,23,13,8.1,2.3,0,23,2,1.5,29
662011,Richard Foster,0,5,2013-02-16,2,7.5,2024-10-15,3,0,4,0,61,60,1,82.5,39,27,29,4.9,1.3,2,14,0,1.4,59
440794,Crystal Scott,2,4,2022-09-30,2,0.2,2024-04-22,3,2,0,0,16,15,1,80.8,9,3,8,8.5,4.1,1,8,0,4.2,61
658776,Blake Miranda,2,3,2016-03-09,2,7.3,2024-11-10,1,1,2,1,71,49,22,74.1,19,7,4,1.1,3.1,2,21,1,4.4,46
68552,Tyler Roberson,6,2,2017-07-04,0,7.6,2024-06-16,1,0,6,0,81,69,12,76.4,38,13,14,1.8,1.5,0,8,0,3.5,50
387014,John Henderson,1,0,2021-10-31,0,3.3,2024-09-11,4,1,7,0,86,11,75,87.8,8,1,5,8.6,4.6,2,23,1,3.5,65
215227,Makayla Rivera,6,2,2012-03-29,0,12.9,2024-06-04,3,0,2,0,42,11,31,96.1,12,3,11,4.6,3.9,1,19,2,1.9,84
284488,Sara Powell,0,6,2022-07-23,1,0.7,2024-10-30,4,2,7,1,74,25,49,99.6,44,7,21,5.3,3.1,0,21,2,2.4,79
401364,Heidi Maxwell,1,5,2019-10-05,0,5.4,2024-12-03,4,2,10,1,63,1,62,69.9,18,4,16,2,1.6,2,23,2,1.5,33
797353,Michael Brown,5,4,2018-01-06,0,7.1,2024-11-07,4,0,5,0,91,38,53,68.4,41,4,26,2.9,2.6,2,13,1,3.5,37
975774,Alan Williams,4,1,2021-05-30,0,3.7,2024-07-24,1,0,8,1,60,11,49,67.3,5,5,5,8.4,4.8,2,24,2,3.6,38
386269,Danielle Shelton,5,0,2021-11-17,0,3.3,2024-10-21,1,1,4,0,81,34,47,80.5,26,26,23,1.5,1.5,0,11,0,4.2,53
652707,Kristen Gonzales,4,3,2018-03-29,0,6.9,2024-05-02,1,1,2,1,41,6,35,68,50,32,2,7.7,4.1,0,22,1,2.4,40
46312,Richard King,1,3,2021-06-05,0,3.7,2024-05-05,1,2,6,1,54,20,34,60,49,19,26,2.8,4.2,0,28,0,4.4,19
774922,Jacob Ross,1,6,2011-12-16,2,6.3,2024-12-14,4,0,7,1,21,21,0,99.3,40,22,16,3.6,1.1,1,4,1,2.7,85
407587,April Escobar,6,1,2021-11-30,0,3.2,2024-03-22,0,1,0,1,96,30,66,70,30,20,28,4.4,4.8,2,26,2,1.1,38
463815,Breanna Nelson,6,5,2018-09-09,0,6.4,2024-03-09,0,1,1,0,26,19,7,89.9,16,8,8,7.4,3.5,2,14,0,4.4,77
551831,Donna Guerrero,1,3,2011-04-21,0,13.8,2024-03-10,2,0,9,1,87,42,45,88.7,41,2,22,4.3,2.6,1,5,0,3.5,75
118215,Amy Willis,0,5,2012-07-05,0,12.6,2024-10-02,3,1,2,1,86,65,21,87.6,13,4,12,4.9,2.2,0,17,0,2.1,72
212553,Michael Scott,4,4,2016-10-19,0,8.3,2024-08-03,4,1,5,0,38,22,16,68.2,26,14,1,4.8,1.4,0,2,2,2.3,41
852109,James Ellis,0,1,2011-06-26,0,13.7,2024-09-01,4,1,6,1,73,70,3,75.2,47,11,14,9,4,1,27,2,1,53
732216,Kevin Watson,6,0,2012-12-26,0,12.2,2024-02-18,4,0,6,0,60,60,0,76.2,26,8,9,2.7,2.7,1,11,2,1.2,52
752409,Todd Burke,5,3,2018-05-03,0,6.8,2024-01-01,3,1,10,0,22,3,19,68.4,21,20,17,6.7,2.4,0,24,2,3.7,36
794655,Jill Collins,2,7,2017-09-15,1,7.2,2024-08-26,4,2,6,0,37,2,35,83.1,20,12,0,1.3,1.4,0,17,1,2.7,55
915354,Miranda Ramirez,4,5,2013-12-24,0,11.2,2024-04-30,4,0,4,1,51,41,10,89.8,20,6,10,8.1,1.4,1,20,0,4.6,78
619706,Donald Chang,4,4,2010-12-21,0,14.2,2024-09-22,2,1,2,1,30,26,4,79.3,10,8,10,9,1.5,1,16,0,2.3,64
944393,William Mcdonald DDS,6,4,2010-03-09,0,15,2024-01-08,1,2,10,0,11,5,6,71.5,19,8,12,7.5,1.3,2,8,0,3.3,50
35663,Joseph Ortega,5,2,2012-10-19,0,12.3,2024-07-17,1,0,8,0,61,7,54,76.6,50,29,18,4.8,1.9,2,14,1,2.5,53
625090,Amber Snow,0,7,2018-07-27,0,6.6,2024-10-06,0,0,10,0,21,4,17,81.4,9,8,5,2.8,1.4,1,14,2,2.7,53
245583,Tiffany Acevedo,6,4,2017-05-04,0,7.8,2024-04-09,3,2,9,0,43,43,0,54.3,16,16,10,1.7,4.9,0,29,0,4.9,13
876656,Bernard Reed,4,2,2017-01-28,0,8.1,2024-02-04,2,1,7,1,68,38,30,99.9,29,5,20,4.1,4.2,2,18,0,1.4,82
926353,Crystal Cox,6,5,2019-05-19,0,5.8,2024-03-25,4,2,8,0,89,5,84,53.9,15,14,7,1.1,3.5,0,22,0,3.9,12
370324,Teresa Chang,1,5,2012-05-28,0,12.7,2024-09-28,4,2,7,0,47,42,5,99.7,39,26,4,7.4,4.9,0,4,0,4.7,90
335908,Howard Ryan,0,1,2017-01-01,0,8.1,2024-08-29,1,1,1,1,35,21,14,53.8,23,11,8,5.7,3.5,0,16,0,3.4,19
